Stufe;Versorger;Tarif;Tarif-ID;Sparte;Typ;Verbrauch von;Verbrauch bis;gültig von;gültig bis;Provision in Euro;Provision in Euro je kWh;Folgeprovision in Euro;Folgeprovision in Euro je kWh;Sonderprovision
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;15000;19999;2023-07-01;2999-01-31;;;104.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;20000;24999;2023-07-01;2999-01-31;128.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;20000;24999;2023-07-01;2999-01-31;;;128.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;25000;29999;2023-07-01;2999-01-31;149.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;25000;29999;2023-07-01;2999-01-31;;;149.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;30000;39999;2023-07-01;2999-01-31;183.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;30000;39999;2023-07-01;2999-01-31;;;183.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;40000;49999;2023-07-01;2999-04-30;233.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;40000;49999;2023-07-01;2999-04-30;;;233.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;50000;59999;2023-07-01;2999-04-30;280.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;50000;59999;2023-07-01;2999-04-30;;;280.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;60000;79999;2023-07-01;2999-01-31;330.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;60000;79999;2023-07-01;2999-01-31;;;330.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;80000;100000;2023-07-01;2999-01-31;430.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;80000;100000;2023-07-01;2999-01-31;;;430.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;5000;7999;2023-07-01;2999-01-31;49.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;5000;7999;2023-07-01;2999-01-31;;;49.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;8000;9999;2023-07-01;2999-01-31;62.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;8000;9999;2023-07-01;2999-01-31;;;62.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;10000;14999;2023-07-01;2999-01-31;85.50;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;10000;14999;2023-07-01;2999-01-31;;;85.50 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;15000;19999;2023-07-01;2999-01-31;104.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;15000;19999;2023-07-01;2999-01-31;;;104.00 ab dem 1. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;20000;24999;2023-07-01;2999-01-31;128.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;20000;24999;2023-07-01;2999-01-31;;;128.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;25000;29999;2023-07-01;2999-01-31;149.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;25000;29999;2023-07-01;2999-01-31;;;149.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;30000;39999;2023-07-01;2999-01-31;183.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;30000;39999;2023-07-01;2999-01-31;;;183.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;40000;49999;2023-07-01;2999-04-30;233.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;40000;49999;2023-07-01;2999-04-30;;;233.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;50000;59999;2023-07-01;2999-04-30;280.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;50000;59999;2023-07-01;2999-04-30;;;280.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;60000;79999;2023-07-01;2999-01-31;330.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;60000;79999;2023-07-01;2999-01-31;;;330.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;80000;100000;2023-07-01;2999-01-31;430.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 Intern;13523;Strom;Gewerbekunde;80000;100000;2023-07-01;2999-01-31;;;430.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;5000;7999;2024-01-01;2999-01-31;53.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;5000;7999;2024-01-01;2999-01-31;;;53.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;8000;9999;2024-01-01;2999-01-31;70.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;8000;9999;2024-01-01;2999-01-31;;;70.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;10000;14999;2024-01-01;2999-01-31;95.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;10000;14999;2024-01-01;2999-01-31;;;95.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;15000;19999;2024-01-01;2999-01-31;120.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;15000;19999;2024-01-01;2999-01-31;;;120.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;20000;24999;2024-01-01;2999-01-31;149.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;20000;24999;2024-01-01;2999-01-31;;;149.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;25000;29999;2024-01-01;2999-01-31;173.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;25000;29999;2024-01-01;2999-01-31;;;173.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;30000;39999;2024-01-01;2999-01-31;210.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;30000;39999;2024-01-01;2999-01-31;;;210.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;40000;49999;2024-01-01;2999-01-31;270.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;40000;49999;2024-01-01;2999-01-31;;;270.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;50000;59999;2024-01-01;2999-01-31;330.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;50000;59999;2024-01-01;2999-01-31;;;330.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;60000;79999;2024-01-01;2999-01-31;380.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;60000;79999;2024-01-01;2999-01-31;;;380.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;80000;100000;2024-01-01;2999-01-31;500.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium;12150;Strom;Gewerbekunde;80000;100000;2024-01-01;2999-01-31;;;500.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;5000;7999;2024-01-01;2999-01-31;53.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;5000;7999;2024-01-01;2999-01-31;;;53.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;8000;9999;2024-01-01;2999-01-31;70.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;8000;9999;2024-01-01;2999-01-31;;;70.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;10000;14999;2024-01-01;2999-01-31;95.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;10000;14999;2024-01-01;2999-01-31;;;95.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;15000;19999;2024-01-01;2999-01-31;120.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;15000;19999;2024-01-01;2999-01-31;;;120.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;20000;24999;2024-01-01;2999-01-31;149.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;20000;24999;2024-01-01;2999-01-31;;;149.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;25000;29999;2024-01-01;2999-01-31;173.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;25000;29999;2024-01-01;2999-01-31;;;173.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;30000;39999;2024-01-01;2999-01-31;210.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;30000;39999;2024-01-01;2999-01-31;;;210.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;40000;49999;2024-01-01;2999-01-31;270.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;40000;49999;2024-01-01;2999-01-31;;;270.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;50000;59999;2024-01-01;2999-01-31;330.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;50000;59999;2024-01-01;2999-01-31;;;330.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;60000;79999;2024-01-01;2999-01-31;380.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;60000;79999;2024-01-01;2999-01-31;;;380.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;80000;100000;2024-01-01;2999-01-31;500.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24 ÖkoPremium Intern;13525;Strom;Gewerbekunde;80000;100000;2024-01-01;2999-01-31;;;500.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Direkt+ 24;11130;Strom;Privatkunde;1000;2999;2025-09-01;2999-01-31;54.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24;11130;Strom;Privatkunde;3000;5999;2025-09-01;2999-10-31;82.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24;11130;Strom;Privatkunde;6000;10000;2025-09-01;2999-12-31;110.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 (RM);15272;Strom;Privatkunde;1000;2999;2025-09-01;2999-01-31;54.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 (RM);15272;Strom;Privatkunde;3000;5999;2025-09-01;2999-10-31;82.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 (RM);15272;Strom;Privatkunde;6000;10000;2025-09-01;2999-12-31;110.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 ÖkoPremium;12141;Strom;Privatkunde;1000;2999;2025-09-01;2999-01-31;57.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 ÖkoPremium;12141;Strom;Privatkunde;3000;5999;2025-09-01;2999-10-31;90.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 ÖkoPremium;12141;Strom;Privatkunde;6000;10000;2025-09-01;2999-12-31;125.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 ÖkoPremium (RM);15273;Strom;Privatkunde;1000;2999;2025-09-01;2999-01-31;57.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 ÖkoPremium (RM);15273;Strom;Privatkunde;3000;5999;2025-09-01;2999-10-31;90.00;;;;
Stufe 21;Mainova AG;Strom Direkt+ 24 ÖkoPremium (RM);15273;Strom;Privatkunde;6000;10000;2025-09-01;2999-12-31;125.00;;;;
Stufe 21;Mark-E;Business Fix Strom;19801;Strom;Gewerbekunde;5000;99999;2026-03-22;2999-07-31;165.00;;;;
Stufe 21;Mark-E;Fix Strom;13454;Strom;Privatkunde;1000;20000;2026-03-22;2999-07-31;92.00;;;;
Stufe 21;Mark-E;Fix Strom Direkt;13455;Strom;Privatkunde;1000;20000;2026-03-22;2999-07-31;120.00;;;;
Stufe 21;Mark-E;Top Strom;15834;Strom;Privatkunde;1000;20000;2026-03-16;2999-07-31;55.00;;;;
Stufe 21;MITGAS;MITGAS MEIN ERDGAS best 12;16585;Gas;Privatkunde;1;300000;2025-07-01;2999-12-31;89.00;;;;
Stufe 21;MITGAS;MITGAS MEIN ERDGAS best 12 Gewerbe;16583;Gas;Gewerbekunde;20000;300000;2025-07-01;2999-12-31;89.00;;;;
Stufe 21;MITGAS;MITGAS MEIN ERDGAS best 24;16586;Gas;Privatkunde;1;300000;2025-08-01;2999-12-31;108.00;;;;
Stufe 21;MITGAS;MITGAS MEIN ERDGAS best 24 Gewerbe;16584;Gas;Gewerbekunde;20000;300000;2025-07-01;2999-12-31;128.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom;15635;Strom;Privatkunde;2000;100000;2026-03-01;2999-11-30;154.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom Gewerbe;15636;Strom;Gewerbekunde;2000;100000;2026-03-01;2999-11-30;154.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom Gewerbe L;19803;Strom;Gewerbekunde;2000;100000;2026-03-01;2999-03-31;134.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom Gewerbe S;19263;Strom;Gewerbekunde;2000;100000;2026-03-01;2999-11-30;115.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom Gewerbe S L;19805;Strom;Gewerbekunde;2000;100000;2026-03-01;2999-03-31;96.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom L;19802;Strom;Privatkunde;2000;100000;2026-03-01;2999-03-31;134.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom S;19262;Strom;Privatkunde;2000;100000;2026-03-01;2999-11-30;115.00;;;;
Stufe 21;MVV Energie AG;DIREKT Ökostrom S L;19804;Strom;Privatkunde;2000;100000;2026-03-01;2999-03-31;96.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct;16717;Strom;Privatkunde;1000;2499;2025-03-01;2999-03-31;41.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct;16717;Strom;Privatkunde;2500;4999;2025-03-01;2999-11-30;55.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct;16717;Strom;Privatkunde;5000;9999;2025-03-01;2999-11-30;92.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct;16717;Strom;Privatkunde;10000;24999;2025-03-01;2999-11-30;170.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct;16717;Strom;Privatkunde;25000;49999;2025-03-01;2999-11-30;310.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct;16717;Strom;Privatkunde;50000;74999;2025-03-01;2999-11-30;450.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct;16717;Strom;Privatkunde;75000;100000;2025-03-01;2999-11-30;685.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct Business;16718;Strom;Gewerbekunde;1000;2499;2025-03-01;2999-03-31;41.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct Business;16718;Strom;Gewerbekunde;2500;4999;2023-11-01;2999-11-30;55.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct Business;16718;Strom;Gewerbekunde;5000;9999;2025-03-01;2999-11-30;92.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct Business;16718;Strom;Gewerbekunde;10000;24999;2025-03-01;2999-11-30;170.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct Business;16718;Strom;Gewerbekunde;25000;49999;2025-03-01;2999-11-30;310.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct Business;16718;Strom;Gewerbekunde;50000;74999;2025-03-01;2999-11-30;450.00;;;;
Stufe 21;oekostrom AG AT;oekostrom Direct Business;16718;Strom;Gewerbekunde;75000;100000;2025-03-01;2999-11-30;685.00;;;;
Stufe 21;PrimaEnergy;Energy Bonus 24;18990;Strom;Privatkunde;0;800;2025-08-01;2999-08-31;27.00;;;;
Stufe 21;PrimaEnergy;Energy Bonus 24;18990;Strom;Privatkunde;801;20000;2025-08-01;2999-08-31;151.00;;;;
Stufe 21;PrimaEnergy;Energy Gas Bonus 24;18992;Gas;Privatkunde;0;1999;2025-08-01;2999-08-31;27.00;;;;
Stufe 21;PrimaEnergy;Energy Gas Bonus 24;18992;Gas;Privatkunde;2000;50000;2025-08-01;2999-08-31;151.00;;;;
Stufe 21;PrimaEnergy;Energy Gas Premium Bonus 24;18993;Gas;Privatkunde;0;1999;2025-08-01;2999-08-31;27.00;;;;
Stufe 21;PrimaEnergy;Energy Gas Premium Bonus 24;18993;Gas;Privatkunde;2000;50000;2025-08-01;2999-08-31;281.00;;;;
Stufe 21;PrimaEnergy;Energy Gas Premium S;19470;Gas;Privatkunde;1;10000;2025-11-01;2999-08-31;170.00;;;;
Stufe 21;PrimaEnergy;Energy Premium Bonus 24;18991;Strom;Privatkunde;0;800;2025-08-01;2999-08-31;27.00;;;;
Stufe 21;PrimaEnergy;Energy Premium Bonus 24;18991;Strom;Privatkunde;801;20000;2025-08-01;2999-08-31;271.00;;;;
Stufe 21;PrimaEnergy;Energy Premium Bonus 24 L;19281;Strom;Privatkunde;0;800;2025-10-01;2999-08-31;27.00;;;;
Stufe 21;PrimaEnergy;Energy Premium Bonus 24 L;19281;Strom;Privatkunde;801;20000;2025-10-01;2999-08-31;271.00;;;;
Stufe 21;PrimaEnergy;Energy Premium S;19469;Strom;Privatkunde;1;5000;2025-11-01;2999-08-31;170.00;;;;
Stufe 21;prioenergie;prio gas 24 öko;19785;Gas;Privatkunde;10000;59999;2026-02-01;2999-11-30;200.00;;;;
Stufe 21;prioenergie;prio gas direkt 24;19253;Gas;Privatkunde;10000;59999;2025-11-05;2999-11-30;67.00;;;;
Stufe 21;prioenergie;prio gas direkt 24;19253;Gas;Privatkunde;0;0;2025-12-01;2026-03-31;;;;;25.00 on Top 
Stufe 21;prioenergie;prio strom 24 öko;19249;Strom;Privatkunde;1500;7499;2025-11-05;2999-11-30;133.00;;;;
Stufe 21;prioenergie;prio strom 24 öko;19249;Strom;Privatkunde;0;0;2025-12-01;2026-03-31;;;;;25.00 on Top 
Stufe 21;prioenergie;prio strom direkt 24;19250;Strom;Privatkunde;1500;7499;2025-11-05;2999-11-30;67.00;;;;
Stufe 21;Prokon;Prokon Gewerbestrom 12;17869;Strom;Gewerbekunde;1;10000;2024-09-01;2999-09-30;82.00;;;;
Stufe 21;Prokon;Prokon Gewerbestrom 12;17869;Strom;Gewerbekunde;10001;99999;2024-09-01;2999-09-30;129.00;;;;
Stufe 21;Prokon;Prokon Gewerbestrom 12;17869;Strom;Gewerbekunde;1;10000;2024-09-01;2026-03-31;;;;;25.00 on Top 
Stufe 21;Prokon;Prokon Gewerbestrom 12;17869;Strom;Gewerbekunde;10001;99999;2024-09-01;2026-03-31;;;;;50.00 on Top 
Stufe 21;Prokon;Prokon Gewerbestrom 24;17870;Strom;Gewerbekunde;1;10000;2024-09-01;2999-09-30;82.00;;;;
Stufe 21;Prokon;Prokon Gewerbestrom 24;17870;Strom;Gewerbekunde;10001;99999;2024-09-01;2999-09-30;129.00;;;;
Stufe 21;Prokon;Prokon Gewerbestrom 24;17870;Strom;Gewerbekunde;1;10000;2024-09-01;2026-03-31;;;;;50.00 on Top 
Stufe 21;Prokon;Prokon Gewerbestrom 24;17870;Strom;Gewerbekunde;10001;99999;2024-09-01;2026-03-31;;;;;100.00 on Top 
Stufe 21;Prokon;Prokon Gewerbestrom 36;17871;Strom;Gewerbekunde;1;10000;2024-09-01;2999-09-30;82.00;;;;
Stufe 21;Prokon;Prokon Gewerbestrom 36;17871;Strom;Gewerbekunde;10001;99999;2024-09-01;2999-09-30;129.00;;;;
Stufe 21;Prokon;Prokon Gewerbestrom 36;17871;Strom;Gewerbekunde;1;10000;2024-09-01;2026-03-31;;;;;75.00 on Top 
Stufe 21;Prokon;Prokon Gewerbestrom 36;17871;Strom;Gewerbekunde;10001;99999;2024-09-01;2026-03-31;;;;;150.00 on Top 
Stufe 21;Prokon;Prokon Windstrom 12;17647;Strom;Privatkunde;1;10000;2024-09-01;2999-09-30;82.00;;;;
Stufe 21;Prokon;Prokon Windstrom 12;17647;Strom;Privatkunde;10001;99999;2024-09-01;2999-09-30;129.00;;;;
Stufe 21;Prokon;Prokon Windstrom 12;17647;Strom;Privatkunde;1;10000;2024-09-01;2026-03-31;;;;;25.00 on Top 
Stufe 21;Prokon;Prokon Windstrom 12;17647;Strom;Privatkunde;10001;99999;2024-09-01;2026-03-31;;;;;50.00 on Top 
Stufe 21;Prokon;Prokon Windstrom 12 PG25;17867;Strom;Privatkunde;1;10000;2024-09-01;2999-09-30;82.00;;;;
Stufe 21;Prokon;Prokon Windstrom 12 PG25;17867;Strom;Privatkunde;10001;99999;2024-09-01;2999-09-30;129.00;;;;
Stufe 21;Prokon;Prokon Windstrom 12 PG25;17867;Strom;Privatkunde;1;10000;2024-09-01;2026-03-31;;;;;25.00 on Top 
Stufe 21;Prokon;Prokon Windstrom 12 PG25;17867;Strom;Privatkunde;10001;99999;2024-09-01;2026-03-31;;;;;50.00 on Top 
Stufe 21;Prokon;Prokon Windstrom 24;17868;Strom;Privatkunde;1;10000;2024-09-01;2999-09-30;82.00;;;;
Stufe 21;Prokon;Prokon Windstrom 24;17868;Strom;Privatkunde;10001;99999;2024-09-01;2999-09-30;129.00;;;;
Stufe 21;Prokon;Prokon Windstrom 24;17868;Strom;Privatkunde;1;10000;2024-09-01;2026-03-31;;;;;50.00 on Top 
Stufe 21;Prokon;Prokon Windstrom 24;17868;Strom;Privatkunde;10001;99999;2024-09-01;2026-03-31;;;;;100.00 on Top 
Stufe 21;R(H)EINPOWER;R(H)EINPOWER Erdgas Direkt;2976;Gas;Privatkunde;100;300000;2025-09-01;2999-04-30;100.00;;;;
Stufe 21;R(H)EINPOWER;R(H)EINPOWER Erdgas Direkt;2976;Gas;Privatkunde;0;0;2026-02-09;2026-03-31;;;;;55.00 on Top 
Stufe 21;R(H)EINPOWER;R(H)EINPOWER Erdgas Fix;2977;Gas;Privatkunde;100;300000;2025-03-01;2999-04-30;36.00;;;;
Stufe 21;R(H)EINPOWER;R(H)EINPOWER Strom Direkt;2974;Strom;Privatkunde;100;100000;2025-09-01;2999-04-30;81.00;;;;
Stufe 21;R(H)EINPOWER;R(H)EINPOWER Strom Direkt;2974;Strom;Privatkunde;0;0;2026-02-09;2026-03-31;;;;;75.00 on Top 
Stufe 21;R(H)EINPOWER;R(H)EINPOWER Strom Fix;2975;Strom;Privatkunde;100;100000;2025-03-01;2999-04-30;27.00;;;;
Stufe 21;rabot.energy;rabot. smart12 Pricecap;19078;Strom;Privatkunde;1500;3000;2025-08-05;2999-01-31;56.00;;;;
Stufe 21;rabot.energy;rabot. smart12 Pricecap;19078;Strom;Privatkunde;3001;5000;2025-08-05;2999-01-31;75.00;;;;
Stufe 21;rabot.energy;rabot. smart12 Pricecap;19078;Strom;Privatkunde;5001;30000;2025-08-05;2999-01-31;103.00;;;;
Stufe 21;rabot.energy;rabot. smart12 Pricecap;19078;Strom;Privatkunde;0;0;2026-02-03;2026-03-31;;;;;25.00 on Top 
Stufe 21;rabot.energy;rabot.fix12;18439;Strom;Privatkunde;1500;3000;2025-04-01;2999-01-31;56.00;;;;
Stufe 21;rabot.energy;rabot.fix12;18439;Strom;Privatkunde;3001;5000;2025-04-01;2999-01-31;75.00;;;;
